timestamp;objectName;mode;shapeType;x_len;y_len;diagonal;area;percent;units
2025-11-29T16:49:36.283Z;obj2;auto;rectangular;15.48;19.26;24.71;298.145;2.995;mm
2025-11-29T16:49:36.296Z;obj2;auto;rectangular;15.48;20.16;25.418;312.077;3.135;mm
2025-11-29T16:49:36.305Z;obj2;auto;rectangular;15.48;20.16;25.418;312.077;3.135;mm
2025-11-29T16:49:36.314Z;obj2;auto;rectangular;15.48;20.16;25.418;312.077;3.135;mm
2025-11-29T16:49:36.322Z;obj2;auto;rectangular;15.48;21.24;26.282;328.795;3.303;mm
2025-11-29T16:49:36.329Z;obj2;auto;rectangular;15.48;21.24;26.282;328.795;3.303;mm
2025-11-29T16:49:36.336Z;obj2;auto;rectangular;15.48;21.24;26.282;328.795;3.303;mm
2025-11-29T16:49:36.344Z;obj2;auto;rectangular;15.48;21.24;26.282;328.795;3.303;mm
2025-11-29T16:49:36.353Z;obj2;auto;rectangular;15.48;21.24;26.282;328.795;3.303;mm
2025-11-29T16:49:36.361Z;obj2;auto;rectangular;15.48;21.06;26.137;326.009;3.275;mm
2025-11-29T16:49:36.368Z;obj2;auto;rectangular;15.48;21.06;26.137;326.009;3.275;mm
2025-11-29T16:49:36.376Z;obj2;auto;rectangular;15.48;21.06;26.137;326.009;3.275;mm
2025-11-29T16:49:36.385Z;obj2;auto;rectangular;15.48;21.06;26.137;326.009;3.275;mm
2025-11-29T16:49:36.395Z;obj2;auto;rectangular;15.48;20.88;25.992;323.222;3.247;mm
2025-11-29T16:49:36.403Z;obj2;auto;rectangular;15.48;20.88;25.992;323.222;3.247;mm
2025-11-29T16:49:36.411Z;obj2;auto;rectangular;15.48;20.88;25.992;323.222;3.247;mm
2025-11-29T16:49:36.420Z;obj2;auto;rectangular;15.48;20.88;25.992;323.222;3.247;mm
2025-11-29T16:49:36.429Z;obj2;auto;rectangular;16.74;20.7;26.622;346.518;3.481;mm
2025-11-29T16:49:36.438Z;obj2;auto;rectangular;16.74;20.7;26.622;346.518;3.481;mm
2025-11-29T16:49:36.447Z;obj2;auto;rectangular;16.74;20.7;26.622;346.518;3.481;mm
2025-11-29T16:49:36.456Z;obj2;auto;rectangular;15.66;19.08;24.684;298.793;3.002;mm
2025-11-29T16:49:36.465Z;obj2;auto;rectangular;15.66;19.08;24.684;298.793;3.002;mm
2025-11-29T16:49:36.474Z;obj2;auto;rectangular;15.66;19.08;24.684;298.793;3.002;mm
2025-11-29T16:49:36.483Z;obj2;auto;rectangular;15.66;19.08;24.684;298.793;3.002;mm
2025-11-29T16:49:36.494Z;obj2;auto;rectangular;14.4;19.26;24.048;277.344;2.786;mm
2025-11-29T16:49:36.504Z;obj2;auto;rectangular;14.4;19.26;24.048;277.344;2.786;mm
2025-11-29T16:49:36.515Z;obj2;auto;rectangular;14.4;19.26;24.048;277.344;2.786;mm
