timestamp;objectName;mode;shapeType;x_len;y_len;diagonal;area;percent;units
2025-11-29T16:49:36.279Z;obj1;auto;circular;17.1;16.56;23.804;283.176;2.845;mm
2025-11-29T16:49:36.295Z;obj1;auto;circular;17.1;16.56;23.804;283.176;2.845;mm
2025-11-29T16:49:36.304Z;obj1;auto;circular;17.1;16.56;23.804;283.176;2.845;mm
2025-11-29T16:49:36.313Z;obj1;auto;circular;17.1;16.56;23.804;283.176;2.845;mm
2025-11-29T16:49:36.321Z;obj1;auto;circular;17.28;16.2;23.686;279.936;2.813;mm
2025-11-29T16:49:36.328Z;obj1;auto;circular;17.28;16.2;23.686;279.936;2.813;mm
2025-11-29T16:49:36.335Z;obj1;auto;circular;17.28;16.2;23.686;279.936;2.813;mm
2025-11-29T16:49:36.343Z;obj1;auto;circular;17.28;16.2;23.686;279.936;2.813;mm
2025-11-29T16:49:36.351Z;obj1;auto;circular;17.28;16.2;23.686;279.936;2.813;mm
2025-11-29T16:49:36.359Z;obj1;auto;circular;17.1;16.2;23.555;277.02;2.783;mm
2025-11-29T16:49:36.367Z;obj1;auto;circular;17.1;16.2;23.555;277.02;2.783;mm
2025-11-29T16:49:36.375Z;obj1;auto;circular;17.1;16.2;23.555;277.02;2.783;mm
2025-11-29T16:49:36.383Z;obj1;auto;circular;17.1;16.2;23.555;277.02;2.783;mm
2025-11-29T16:49:36.393Z;obj1;auto;circular;17.1;16.2;23.555;277.02;2.783;mm
2025-11-29T16:49:36.401Z;obj1;auto;circular;17.1;16.2;23.555;277.02;2.783;mm
2025-11-29T16:49:36.410Z;obj1;auto;circular;17.1;16.2;23.555;277.02;2.783;mm
2025-11-29T16:49:36.418Z;obj1;auto;circular;17.1;16.2;23.555;277.02;2.783;mm
2025-11-29T16:49:36.427Z;obj1;auto;circular;17.1;16.2;23.555;277.02;2.783;mm
2025-11-29T16:49:36.436Z;obj1;auto;circular;17.1;16.2;23.555;277.02;2.783;mm
2025-11-29T16:49:36.445Z;obj1;auto;circular;17.1;16.2;23.555;277.02;2.783;mm
2025-11-29T16:49:36.454Z;obj1;auto;circular;17.1;16.2;23.555;277.02;2.783;mm
2025-11-29T16:49:36.463Z;obj1;auto;circular;17.1;16.2;23.555;277.02;2.783;mm
2025-11-29T16:49:36.472Z;obj1;auto;circular;17.1;16.2;23.555;277.02;2.783;mm
2025-11-29T16:49:36.481Z;obj1;auto;circular;17.1;16.2;23.555;277.02;2.783;mm
2025-11-29T16:49:36.492Z;obj1;auto;circular;17.1;16.02;23.432;273.942;2.752;mm
2025-11-29T16:49:36.502Z;obj1;auto;circular;17.1;16.02;23.432;273.942;2.752;mm
2025-11-29T16:49:36.512Z;obj1;auto;circular;17.1;16.02;23.432;273.942;2.752;mm
2025-11-29T16:49:36.523Z;obj1;auto;circular;17.1;16.02;23.432;273.942;2.752;mm
2025-11-29T16:49:36.533Z;obj1;auto;circular;17.1;16.02;23.432;273.942;2.752;mm
2025-11-29T16:49:36.544Z;obj1;auto;circular;17.1;16.02;23.432;273.942;2.752;mm
2025-11-29T16:49:36.556Z;obj1;auto;circular;17.1;16.02;23.432;273.942;2.752;mm
2025-11-29T16:49:36.566Z;obj1;auto;circular;17.1;16.02;23.432;273.942;2.752;mm
2025-11-29T16:49:36.576Z;obj1;auto;circular;17.1;16.02;23.432;273.942;2.752;mm
2025-11-29T16:49:36.587Z;obj1;auto;circular;17.1;16.02;23.432;273.942;2.752;mm
2025-11-29T16:49:36.599Z;obj1;auto;circular;17.1;16.02;23.432;273.942;2.752;mm
2025-11-29T16:49:36.610Z;obj1;auto;circular;17.1;16.02;23.432;273.942;2.752;mm
2025-11-29T16:49:36.622Z;obj1;auto;circular;17.1;16.02;23.432;273.942;2.752;mm
2025-11-29T16:49:36.634Z;obj1;auto;circular;17.1;16.02;23.432;273.942;2.752;mm
2025-11-29T16:49:36.649Z;obj1;auto;circular;17.1;16.02;23.432;273.942;2.752;mm
2025-11-29T16:49:36.666Z;obj1;auto;circular;17.1;16.02;23.432;273.942;2.752;mm
2025-11-29T16:49:36.679Z;obj1;auto;circular;17.1;16.02;23.432;273.942;2.752;mm
2025-11-29T16:49:36.691Z;obj1;auto;circular;17.1;16.02;23.432;273.942;2.752;mm
2025-11-29T16:49:36.703Z;obj1;auto;circular;17.1;16.02;23.432;273.942;2.752;mm
2025-11-29T16:49:36.716Z;obj1;auto;circular;17.1;16.02;23.432;273.942;2.752;mm
2025-11-29T16:49:36.729Z;obj1;auto;circular;17.1;16.02;23.432;273.942;2.752;mm
2025-11-29T16:49:36.743Z;obj1;auto;circular;17.1;16.02;23.432;273.942;2.752;mm
2025-11-29T16:49:36.756Z;obj1;auto;circular;17.1;16.02;23.432;273.942;2.752;mm
2025-11-29T16:49:36.768Z;obj1;auto;circular;17.1;16.02;23.432;273.942;2.752;mm
2025-11-29T16:49:36.787Z;obj1;auto;circular;17.1;16.02;23.432;273.942;2.752;mm
2025-11-29T16:49:36.801Z;obj1;auto;circular;17.1;16.02;23.432;273.942;2.752;mm
2025-11-29T16:49:36.815Z;obj1;auto;circular;17.1;16.02;23.432;273.942;2.752;mm
2025-11-29T16:49:36.829Z;obj1;auto;circular;17.1;16.02;23.432;273.942;2.752;mm
2025-11-29T16:49:36.846Z;obj1;auto;circular;17.1;16.02;23.432;273.942;2.752;mm
2025-11-29T16:49:36.864Z;obj1;auto;circular;17.1;16.02;23.432;273.942;2.752;mm
2025-11-29T16:49:36.878Z;obj1;auto;circular;17.1;16.02;23.432;273.942;2.752;mm
2025-11-29T16:49:36.893Z;obj1;auto;circular;17.1;16.2;23.555;277.02;2.783;mm
2025-11-29T16:49:36.907Z;obj1;auto;circular;17.1;16.2;23.555;277.02;2.783;mm
2025-11-29T16:49:36.922Z;obj1;auto;circular;17.1;16.2;23.555;277.02;2.783;mm
2025-11-29T16:49:36.936Z;obj1;auto;circular;17.1;16.2;23.555;277.02;2.783;mm
2025-11-29T16:49:36.952Z;obj1;auto;circular;17.1;16.2;23.555;277.02;2.783;mm
2025-11-29T16:49:36.967Z;obj1;auto;circular;17.1;16.2;23.555;277.02;2.783;mm
2025-11-29T16:49:36.982Z;obj1;auto;circular;17.1;16.2;23.555;277.02;2.783;mm
2025-11-29T16:49:36.998Z;obj1;auto;circular;17.1;16.2;23.555;277.02;2.783;mm
2025-11-29T16:49:37.014Z;obj1;auto;circular;17.1;16.2;23.555;277.02;2.783;mm
2025-11-29T16:49:37.029Z;obj1;auto;circular;17.1;16.02;23.432;273.942;2.752;mm
2025-11-29T16:49:37.044Z;obj1;auto;circular;17.1;16.02;23.432;273.942;2.752;mm
2025-11-29T16:49:37.066Z;obj1;auto;circular;17.1;16.02;23.432;273.942;2.752;mm
2025-11-29T16:49:37.083Z;obj1;auto;circular;17.1;16.02;23.432;273.942;2.752;mm
2025-11-29T16:49:37.099Z;obj1;auto;circular;17.1;16.2;23.555;277.02;2.783;mm
2025-11-29T16:49:37.116Z;obj1;auto;circular;17.1;16.2;23.555;277.02;2.783;mm
2025-11-29T16:49:37.133Z;obj1;auto;circular;17.1;16.02;23.432;273.942;2.752;mm
2025-11-29T16:49:37.151Z;obj1;auto;circular;17.1;16.02;23.432;273.942;2.752;mm
2025-11-29T16:49:37.169Z;obj1;auto;circular;17.1;16.02;23.432;273.942;2.752;mm
2025-11-29T16:49:37.187Z;obj1;auto;circular;17.1;16.02;23.432;273.942;2.752;mm
2025-11-29T16:49:37.208Z;obj1;auto;circular;17.1;16.02;23.432;273.942;2.752;mm
2025-11-29T16:49:37.226Z;obj1;auto;circular;17.1;16.02;23.432;273.942;2.752;mm
2025-11-29T16:49:37.243Z;obj1;auto;circular;17.1;16.02;23.432;273.942;2.752;mm
2025-11-29T16:49:37.261Z;obj1;auto;circular;17.1;16.2;23.555;277.02;2.783;mm
2025-11-29T16:49:37.278Z;obj1;auto;circular;17.1;16.2;23.555;277.02;2.783;mm
2025-11-29T16:49:37.298Z;obj1;auto;circular;17.1;16.2;23.555;277.02;2.783;mm
2025-11-29T16:49:37.322Z;obj1;auto;circular;17.1;16.2;23.555;277.02;2.783;mm
2025-11-29T16:49:37.342Z;obj1;auto;circular;17.1;16.2;23.555;277.02;2.783;mm
2025-11-29T16:49:37.360Z;obj1;auto;circular;17.1;16.2;23.555;277.02;2.783;mm
2025-11-29T16:49:37.380Z;obj1;auto;circular;17.1;16.2;23.555;277.02;2.783;mm
2025-11-29T16:49:37.399Z;obj1;auto;circular;17.1;16.2;23.555;277.02;2.783;mm
2025-11-29T16:49:37.418Z;obj1;auto;circular;17.1;16.2;23.555;277.02;2.783;mm
2025-11-29T16:49:37.437Z;obj1;auto;circular;17.1;16.2;23.555;277.02;2.783;mm
2025-11-29T16:49:37.458Z;obj1;auto;circular;17.1;16.2;23.555;277.02;2.783;mm
2025-11-29T16:49:37.476Z;obj1;auto;circular;17.1;16.2;23.555;277.02;2.783;mm
2025-11-29T16:49:37.495Z;obj1;auto;circular;17.1;16.02;23.432;273.942;2.752;mm
2025-11-29T16:49:37.513Z;obj1;auto;circular;17.1;16.02;23.432;273.942;2.752;mm
2025-11-29T16:49:37.532Z;obj1;auto;circular;17.1;16.02;23.432;273.942;2.752;mm
2025-11-29T16:49:37.551Z;obj1;auto;circular;17.1;16.02;23.432;273.942;2.752;mm
2025-11-29T16:49:37.569Z;obj1;auto;circular;17.1;16.2;23.555;277.02;2.783;mm
2025-11-29T16:49:37.594Z;obj1;auto;circular;17.1;16.2;23.555;277.02;2.783;mm
2025-11-29T16:49:37.615Z;obj1;auto;circular;17.1;16.2;23.555;277.02;2.783;mm
2025-11-29T16:49:37.635Z;obj1;auto;circular;17.1;16.2;23.555;277.02;2.783;mm
2025-11-29T16:49:37.662Z;obj1;auto;circular;17.1;16.2;23.555;277.02;2.783;mm
2025-11-29T16:49:37.681Z;obj1;auto;circular;17.1;16.2;23.555;277.02;2.783;mm
2025-11-29T16:49:37.702Z;obj1;auto;circular;17.1;16.2;23.555;277.02;2.783;mm
