timestamp;objectName;mode;shapeType;x_len;y_len;diagonal;area;percent;units
2025-11-29T16:49:37.647Z;obj3;auto;rectangular;7.56;2.7;8.028;20.412;0.205;mm
2025-11-29T16:49:39.517Z;obj3;auto;rectangular;62.64;86.4;106.718;5412.096;54.375;mm
2025-11-29T16:49:39.557Z;obj3;auto;circular;13.68;13.32;19.094;182.218;1.831;mm
2025-11-29T16:49:39.611Z;obj3;auto;circular;13.5;13.14;18.839;177.39;1.782;mm
2025-11-29T16:49:39.688Z;obj3;auto;rectangular;3.96;5.94;7.139;23.522;0.236;mm
2025-11-29T16:49:39.791Z;obj3;auto;circular;6.12;5.22;8.044;31.946;0.321;mm
2025-11-29T16:49:39.901Z;obj3;auto;rectangular;7.74;9.9;12.567;76.626;0.77;mm
2025-11-29T16:49:40.003Z;obj3;auto;circular;6.12;5.22;8.044;31.946;0.321;mm
2025-11-29T16:49:40.109Z;obj3;auto;rectangular;7.74;9.9;12.567;76.626;0.77;mm
2025-11-29T16:49:40.218Z;obj3;auto;rectangular;7.74;9.9;12.567;76.626;0.77;mm
2025-11-29T16:49:40.313Z;obj3;auto;rectangular;6.3;9.9;11.735;62.37;0.627;mm
2025-11-29T16:49:40.434Z;obj3;auto;circular;15.48;14.58;21.265;225.698;2.268;mm
2025-11-29T16:49:40.559Z;obj3;auto;circular;15.48;14.4;21.142;222.912;2.24;mm
2025-11-29T16:49:40.697Z;obj3;auto;circular;15.48;14.4;21.142;222.912;2.24;mm
2025-11-29T16:49:40.816Z;obj3;auto;rectangular;7.74;9.9;12.567;76.626;0.77;mm
2025-11-29T16:49:40.925Z;obj3;auto;circular;15.48;14.58;21.265;225.698;2.268;mm
2025-11-29T16:49:41.045Z;obj3;auto;circular;6.12;5.22;8.044;31.946;0.321;mm
2025-11-29T16:49:41.177Z;obj3;auto;circular;6.12;5.22;8.044;31.946;0.321;mm
2025-11-29T16:49:41.308Z;obj3;auto;circular;15.48;14.4;21.142;222.912;2.24;mm
2025-11-29T16:49:41.466Z;obj3;auto;circular;6.12;5.22;8.044;31.946;0.321;mm
2025-11-29T16:49:41.614Z;obj3;auto;circular;6.12;5.22;8.044;31.946;0.321;mm
2025-11-29T16:49:41.766Z;obj3;auto;circular;15.48;14.4;21.142;222.912;2.24;mm
2025-11-29T16:49:41.932Z;obj3;auto;circular;6.12;5.22;8.044;31.946;0.321;mm
2025-11-29T16:49:42.085Z;obj3;auto;circular;6.12;5.22;8.044;31.946;0.321;mm
2025-11-29T16:49:42.265Z;obj3;auto;circular;6.12;5.22;8.044;31.946;0.321;mm
2025-11-29T16:49:42.416Z;obj3;auto;rectangular;7.74;9.9;12.567;76.626;0.77;mm
2025-11-29T16:49:42.547Z;obj3;auto;circular;15.48;14.4;21.142;222.912;2.24;mm
2025-11-29T16:49:42.697Z;obj3;auto;circular;6.12;5.22;8.044;31.946;0.321;mm
2025-11-29T16:49:42.852Z;obj3;auto;circular;6.12;5.22;8.044;31.946;0.321;mm
2025-11-29T16:49:42.996Z;obj3;auto;circular;6.12;5.22;8.044;31.946;0.321;mm
2025-11-29T16:49:43.154Z;obj3;auto;circular;6.12;5.22;8.044;31.946;0.321;mm
2025-11-29T16:49:43.321Z;obj3;auto;circular;15.3;14.58;21.134;223.074;2.241;mm
2025-11-29T16:49:43.522Z;obj3;auto;circular;15.3;14.4;21.011;220.32;2.214;mm
2025-11-29T16:49:43.725Z;obj3;auto;circular;15.3;14.58;21.134;223.074;2.241;mm
2025-11-29T16:49:43.917Z;obj3;auto;circular;6.12;5.22;8.044;31.946;0.321;mm
2025-11-29T16:49:44.091Z;obj3;auto;circular;6.12;5.22;8.044;31.946;0.321;mm
2025-11-29T16:49:44.261Z;obj3;auto;circular;6.12;5.22;8.044;31.946;0.321;mm
2025-11-29T16:49:44.434Z;obj3;auto;circular;6.12;5.22;8.044;31.946;0.321;mm
2025-11-29T16:49:44.618Z;obj3;auto;circular;15.48;14.22;21.02;220.126;2.212;mm
