timestamp;objectName;mode;shapeType;x_len;y_len;diagonal;area;percent;units
2025-11-29T16:49:39.648Z;obj7;auto;rectangular;34.38;86.4;92.989;2970.432;29.844;mm
2025-11-29T16:49:39.734Z;obj7;auto;circular;14.22;13.86;19.857;197.089;1.98;mm
2025-11-29T16:49:39.831Z;obj7;auto;circular;12.96;12.78;18.201;165.629;1.664;mm
2025-11-29T16:49:39.953Z;obj7;auto;circular;14.04;13.86;19.729;194.594;1.955;mm
2025-11-29T16:49:40.047Z;obj7;auto;circular;12.96;12.6;18.075;163.296;1.641;mm
2025-11-29T16:49:40.152Z;obj7;auto;circular;13.86;13.86;19.601;192.1;1.93;mm
2025-11-29T16:49:40.259Z;obj7;auto;circular;13.86;13.86;19.601;192.1;1.93;mm
2025-11-29T16:49:40.356Z;obj7;auto;circular;13.86;13.86;19.601;192.1;1.93;mm
2025-11-29T16:49:40.479Z;obj7;auto;circular;12.96;12.6;18.075;163.296;1.641;mm
2025-11-29T16:49:40.605Z;obj7;auto;circular;15.12;14.76;21.13;223.171;2.242;mm
2025-11-29T16:49:40.744Z;obj7;auto;circular;12.96;12.6;18.075;163.296;1.641;mm
2025-11-29T16:49:40.874Z;obj7;auto;circular;14.04;13.86;19.729;194.594;1.955;mm
2025-11-29T16:49:40.973Z;obj7;auto;circular;12.96;12.6;18.075;163.296;1.641;mm
2025-11-29T16:49:41.097Z;obj7;auto;circular;13.86;13.86;19.601;192.1;1.93;mm
2025-11-29T16:49:41.229Z;obj7;auto;circular;12.96;12.78;18.201;165.629;1.664;mm
2025-11-29T16:49:41.370Z;obj7;auto;circular;15.12;14.76;21.13;223.171;2.242;mm
2025-11-29T16:49:41.526Z;obj7;auto;circular;12.96;12.78;18.201;165.629;1.664;mm
2025-11-29T16:49:41.682Z;obj7;auto;circular;12.96;12.78;18.201;165.629;1.664;mm
2025-11-29T16:49:41.824Z;obj7;auto;circular;14.94;14.76;21.001;220.514;2.215;mm
2025-11-29T16:49:41.995Z;obj7;auto;circular;12.96;12.6;18.075;163.296;1.641;mm
2025-11-29T16:49:42.148Z;obj7;auto;circular;12.96;12.6;18.075;163.296;1.641;mm
2025-11-29T16:49:42.325Z;obj7;auto;circular;12.96;12.6;18.075;163.296;1.641;mm
2025-11-29T16:49:42.475Z;obj7;auto;circular;14.22;13.86;19.857;197.089;1.98;mm
2025-11-29T16:49:42.608Z;obj7;auto;circular;12.96;12.6;18.075;163.296;1.641;mm
2025-11-29T16:49:42.763Z;obj7;auto;circular;13.86;13.86;19.601;192.1;1.93;mm
2025-11-29T16:49:42.915Z;obj7;auto;circular;13.86;13.86;19.601;192.1;1.93;mm
2025-11-29T16:49:43.064Z;obj7;auto;circular;13.86;13.86;19.601;192.1;1.93;mm
2025-11-29T16:49:43.223Z;obj7;auto;circular;12.96;12.6;18.075;163.296;1.641;mm
2025-11-29T16:49:43.403Z;obj7;auto;circular;14.94;14.58;20.875;217.825;2.188;mm
2025-11-29T16:49:43.592Z;obj7;auto;circular;14.94;14.58;20.875;217.825;2.188;mm
2025-11-29T16:49:43.794Z;obj7;auto;circular;12.96;12.6;18.075;163.296;1.641;mm
2025-11-29T16:49:44.002Z;obj7;auto;circular;13.86;13.86;19.601;192.1;1.93;mm
2025-11-29T16:49:44.163Z;obj7;auto;circular;13.86;13.86;19.601;192.1;1.93;mm
2025-11-29T16:49:44.343Z;obj7;auto;circular;13.86;13.86;19.601;192.1;1.93;mm
2025-11-29T16:49:44.510Z;obj7;auto;circular;13.86;13.86;19.601;192.1;1.93;mm
2025-11-29T16:49:44.695Z;obj7;auto;circular;12.96;12.78;18.201;165.629;1.664;mm
