timestamp;objectName;mode;shapeType;x_len;y_len;diagonal;area;percent;units
2025-11-29T16:49:39.566Z;obj4;auto;circular;14.76;14.4;20.621;212.544;2.135;mm
2025-11-29T16:49:39.620Z;obj4;auto;circular;14.4;14.04;20.112;202.176;2.031;mm
2025-11-29T16:49:39.697Z;obj4;auto;rectangular;3.6;8.1;8.864;29.16;0.293;mm
2025-11-29T16:49:39.802Z;obj4;auto;rectangular;4.14;6.3;7.539;26.082;0.262;mm
2025-11-29T16:49:39.913Z;obj4;auto;rectangular;3.96;9.18;9.998;36.353;0.365;mm
2025-11-29T16:49:40.016Z;obj4;auto;rectangular;4.14;6.3;7.539;26.082;0.262;mm
2025-11-29T16:49:40.121Z;obj4;auto;rectangular;3.96;9.18;9.998;36.353;0.365;mm
2025-11-29T16:49:40.229Z;obj4;auto;rectangular;3.96;9.18;9.998;36.353;0.365;mm
2025-11-29T16:49:40.325Z;obj4;auto;rectangular;3.78;9.18;9.928;34.7;0.349;mm
2025-11-29T16:49:40.445Z;obj4;auto;circular;6.12;5.22;8.044;31.946;0.321;mm
2025-11-29T16:49:40.570Z;obj4;auto;circular;6.12;5.22;8.044;31.946;0.321;mm
2025-11-29T16:49:40.709Z;obj4;auto;rectangular;7.74;9.9;12.567;76.626;0.77;mm
2025-11-29T16:49:40.828Z;obj4;auto;circular;15.12;14.76;21.13;223.171;2.242;mm
2025-11-29T16:49:40.936Z;obj4;auto;circular;6.12;5.22;8.044;31.946;0.321;mm
2025-11-29T16:49:41.059Z;obj4;auto;rectangular;4.14;6.12;7.389;25.337;0.255;mm
2025-11-29T16:49:41.191Z;obj4;auto;rectangular;4.14;6.12;7.389;25.337;0.255;mm
2025-11-29T16:49:41.320Z;obj4;auto;circular;6.12;5.22;8.044;31.946;0.321;mm
2025-11-29T16:49:41.482Z;obj4;auto;rectangular;3.96;6.12;7.289;24.235;0.243;mm
2025-11-29T16:49:41.629Z;obj4;auto;rectangular;3.96;6.12;7.289;24.235;0.243;mm
2025-11-29T16:49:41.780Z;obj4;auto;circular;6.12;5.22;8.044;31.946;0.321;mm
2025-11-29T16:49:41.950Z;obj4;auto;rectangular;4.14;6.12;7.389;25.337;0.255;mm
2025-11-29T16:49:42.101Z;obj4;auto;rectangular;4.14;6.12;7.389;25.337;0.255;mm
2025-11-29T16:49:42.281Z;obj4;auto;rectangular;3.96;6.12;7.289;24.235;0.243;mm
2025-11-29T16:49:42.430Z;obj4;auto;circular;15.3;14.58;21.134;223.074;2.241;mm
2025-11-29T16:49:42.561Z;obj4;auto;circular;6.12;5.22;8.044;31.946;0.321;mm
2025-11-29T16:49:42.718Z;obj4;auto;rectangular;4.14;6.12;7.389;25.337;0.255;mm
2025-11-29T16:49:42.869Z;obj4;auto;rectangular;4.14;6.12;7.389;25.337;0.255;mm
2025-11-29T16:49:43.014Z;obj4;auto;rectangular;4.14;6.12;7.389;25.337;0.255;mm
2025-11-29T16:49:43.172Z;obj4;auto;rectangular;4.14;6.12;7.389;25.337;0.255;mm
2025-11-29T16:49:43.337Z;obj4;auto;circular;6.12;5.22;8.044;31.946;0.321;mm
2025-11-29T16:49:43.538Z;obj4;auto;circular;6.12;5.22;8.044;31.946;0.321;mm
2025-11-29T16:49:43.742Z;obj4;auto;circular;6.12;5.22;8.044;31.946;0.321;mm
2025-11-29T16:49:43.937Z;obj4;auto;rectangular;4.14;6.12;7.389;25.337;0.255;mm
2025-11-29T16:49:44.111Z;obj4;auto;rectangular;4.14;6.12;7.389;25.337;0.255;mm
2025-11-29T16:49:44.287Z;obj4;auto;rectangular;4.14;6.12;7.389;25.337;0.255;mm
2025-11-29T16:49:44.456Z;obj4;auto;rectangular;3.96;5.94;7.139;23.522;0.236;mm
2025-11-29T16:49:44.635Z;obj4;auto;circular;6.12;5.22;8.044;31.946;0.321;mm
